#KO	Bran_1	Bran_2	PS_2	PS_3	CO_2	CO_3	Faeces_BR	Faeces_PS
K21903	0	0	0	0	0	0	1	0
K21904	0	0	0	0	0	0	0	1
K21908	0	0	1	1	2	0	1	2
K21909	0	0	0	0	1	1	0	0
K21910	0	1	0	0	1	0	0	0
K21929	0	0	1	2	1	1	0	0
K21948	2	0	0	1	1	1	0	0
K21959	1	2	0	0	1	2	2	1
K21961	0	0	0	0	0	0	0	2
K21962	0	0	1	0	0	0	0	1
K21963	0	0	0	0	4	0	0	0
K21964	1	1	0	0	2	0	0	0
K21965	0	1	0	0	1	0	2	0
K21966	0	3	1	0	4	1	1	0
K21967	1	1	0	0	4	2	1	0
K21968	1	0	0	0	1	2	0	0
K21972	0	1	0	0	0	0	1	0
K21973	1	3	0	0	1	1	1	1
K21974	0	2	0	0	1	0	2	0
K21975	0	3	0	0	1	0	1	0
K21976	0	4	0	0	0	0	1	0
K21977	1	1	1	2	1	0	0	0
K21990	2	1	0	0	0	1	0	1
K21992	0	0	0	0	0	0	0	1
K21993	0	1	2	2	0	0	0	0
K22010	0	0	2	1	0	0	0	0
K22015	0	2	1	0	1	1	2	0
K22024	1	1	0	1	3	1	2	1
K22025	1	0	0	0	0	1	0	0
K22027	1	1	0	0	1	1	0	0
K22041	1	1	0	0	1	1	1	0
K22042	1	1	0	0	1	1	0	0
K22043	0	0	0	2	0	1	1	1
K22044	0	2	0	1	1	0	0	0
K22051	0	0	0	0	0	1	2	0
K22104	0	0	0	0	1	1	0	0
K22105	2	2	0	0	1	2	2	3
K22108	0	0	0	0	0	0	0	1
K22110	1	5	0	0	2	4	6	0
K22129	1	2	0	0	2	1	0	0
K22130	2	0	0	0	0	1	0	0
K22131	1	0	0	0	1	1	0	0
K22132	1	2	1	0	1	2	1	2
K22186	1	1	0	0	1	1	0	0
K22210	2	0	0	0	0	0	0	0
K22212	1	0	1	1	0	0	1	1
K22214	0	0	0	0	1	0	0	0
K22230	3	2	3	1	2	1	1	2
K22233	0	0	0	0	0	0	1	0
K22250	0	0	0	0	0	0	0	1
K22270	0	0	0	0	1	0	1	0
K22278	0	0	1	3	3	0	1	2
K22293	0	2	1	1	4	1	0	0
K22296	1	0	0	0	0	0	0	0
K22299	0	0	0	1	0	0	0	0
K22300	0	3	0	1	1	0	1	0
K22302	0	1	0	0	0	0	2	1
K22306	0	0	0	0	0	0	0	1
K22310	0	0	0	0	0	0	0	2
K22311	0	0	0	0	0	0	0	2
K22320	0	0	0	0	0	0	0	1
K22342	0	0	1	0	0	0	0	0
K22344	0	0	0	0	0	0	0	1
K22373	0	0	1	0	0	1	0	0
K22391	1	0	2	2	1	0	1	0
K22397	0	1	0	0	0	0	0	0
K22409	0	0	0	0	0	0	0	1
K22419	0	1	0	0	0	0	0	0
K22438	0	0	1	0	0	0	0	1
K22441	0	0	1	4	4	0	2	1
K22450	0	0	0	0	1	0	0	0
K22452	0	0	3	3	2	0	1	2
K22457	0	0	1	1	2	0	0	1
K22468	0	0	0	0	0	0	0	2
K22474	2	1	0	0	1	1	0	1
K22476	0	0	1	0	0	0	0	0
K22479	2	1	0	0	1	2	5	2
K22488	0	0	0	0	0	0	1	0
K22489	0	0	0	0	1	2	0	0
K22511	0	0	0	0	0	0	1	0
K22512	0	0	0	0	0	0	1	0
K22522	2	0	2	1	2	0	2	1
K22549	1	0	0	0	1	0	0	1
K22550	1	0	0	0	0	0	0	1
K22552	0	0	1	0	0	0	0	1
K22579	0	0	0	0	0	0	1	0
K22580	0	0	0	1	1	1	0	0
K22597	0	2	0	0	0	0	0	0
K22601	1	0	0	0	1	2	0	0
K22602	1	0	0	0	1	0	0	0
K22650	0	1	0	0	0	0	1	0
K22718	0	1	0	0	0	0	0	0
K22719	3	2	1	0	2	2	2	1
K22720	0	0	0	0	0	0	1	0
K22736	0	0	0	0	1	0	4	1
K22757	0	0	0	0	0	0	0	1
K22769	0	0	0	0	0	0	0	1
K22818	0	0	0	0	0	0	0	1
K22874	0	0	0	0	0	0	0	1
K22900	3	2	0	1	1	0	0	0
K22927	0	1	4	3	1	1	1	1
K22928	0	0	0	0	0	0	1	0
K22934	0	1	0	0	0	0	0	0
K22956	0	1	0	0	0	0	0	0
K22958	1	0	1	0	3	1	1	1
K22959	1	0	0	0	1	0	1	0
K22960	1	0	1	1	2	0	2	0
K22994	0	1	0	0	0	0	1	0
K23005	0	0	0	0	0	0	0	1
K23007	0	0	0	0	0	0	2	0
K23010	0	0	0	0	0	0	0	1
K23015	0	0	0	1	0	1	1	0
K23016	0	0	0	0	0	1	0	0
K23107	2	3	0	1	2	1	1	0
K23123	1	2	0	0	0	0	0	0
K23124	1	2	1	0	0	1	0	0
K23147	1	0	0	0	1	2	0	0
K23149	0	0	0	0	1	0	0	0
K23156	0	0	1	0	0	0	0	0
K23163	0	2	1	0	0	1	0	0
K23181	0	1	0	0	0	0	0	0
K23182	0	0	0	0	0	0	1	0
K23183	0	1	0	0	0	0	0	0
K23184	0	1	0	0	0	0	0	0
K23185	1	0	0	0	1	1	1	0
K23186	2	1	0	0	2	2	0	0
K23187	2	1	0	0	1	1	1	0
K23188	1	1	0	0	2	2	1	0
K23227	0	2	1	0	2	2	3	1
K23228	2	1	0	0	1	1	2	2
K23237	0	1	0	1	0	1	0	0
K23238	0	0	0	0	1	1	0	0
K23239	1	1	0	0	2	0	0	0
K23240	1	1	0	0	0	0	0	1
K23241	0	0	1	0	1	1	0	0
K23242	3	2	1	0	1	0	1	1
K23243	2	2	1	0	2	2	1	0
K23245	1	0	0	0	0	0	0	0
K23248	0	0	0	0	0	1	0	0
K23256	1	2	0	0	1	1	1	1
K23264	1	0	2	2	0	0	1	0
K23265	0	0	2	1	0	0	0	2
K23269	0	0	1	2	1	0	0	2
K23271	1	0	0	0	1	1	0	0
K23274	1	0	0	0	0	1	0	0
K23275	1	0	0	0	2	2	0	0
K23349	1	5	0	0	1	2	4	1
K23351	0	0	1	1	0	0	0	0
K23385	0	1	0	0	0	0	1	0
K23393	0	0	6	3	1	0	0	0
K23462	1	0	0	0	1	1	0	0
K23463	1	0	0	0	0	1	1	0
K23464	1	0	0	0	1	1	0	0
K23465	1	1	0	0	0	1	0	0
K23466	1	0	0	0	0	1	0	1
K23508	0	1	0	0	2	0	0	1
K23509	3	3	0	0	1	2	0	1
K23514	0	1	0	0	1	0	0	2
K23518	2	1	1	1	0	1	0	3
K23535	0	1	2	2	2	0	4	1
K23536	1	0	3	3	1	0	1	2
K23537	0	0	1	2	0	0	0	1
K23541	0	0	0	0	0	0	0	1
K23555	0	0	0	0	0	0	0	1
K23675	0	0	3	4	2	2	0	1
K23676	0	0	0	0	1	1	0	0
K23721	0	1	0	0	0	0	0	0
K23723	1	0	0	0	1	1	0	0
K23725	1	1	0	0	1	0	0	0
K23743	1	1	0	0	0	0	1	0
K23753	0	0	0	0	0	0	0	1
K23773	2	2	0	0	1	0	1	0
K23774	0	0	0	1	0	1	0	0
K23775	0	2	0	0	1	1	0	0
K23777	1	1	0	0	1	0	1	0
K23778	0	0	0	0	1	1	2	0
K23779	2	4	1	0	5	6	4	1
K23842	0	0	1	0	0	0	0	0
K23876	0	0	0	1	2	1	0	0
K23948	0	0	0	0	0	0	0	1
K23987	0	0	0	0	0	0	0	1
K23991	1	1	0	0	1	1	3	0
K23997	0	1	0	0	1	1	1	0
K24087	0	1	0	0	1	0	0	0
K24088	0	0	0	0	1	0	0	0
K24101	0	1	0	0	0	0	0	0
K24117	1	0	0	0	0	0	0	0
K24118	1	0	0	0	1	1	0	0
K24119	0	1	1	0	2	0	1	0
K24120	0	0	0	0	0	0	0	1
K24126	0	0	1	0	0	0	0	1
K24131	0	0	1	0	0	0	0	1
K24136	0	1	0	0	0	0	0	0
K24147	2	1	0	0	2	1	1	0
K24153	0	0	0	0	1	0	0	0
K24158	0	0	0	0	0	0	0	1
K24163	3	1	3	6	3	2	3	3
K24180	1	0	1	1	1	0	1	1
K24204	1	1	0	0	0	0	1	0
K24206	1	0	0	0	2	0	2	2
K24217	1	1	0	0	0	2	1	0
